timestamp,address,balance_sompi,balance_kas
2026-02-08 22:33:15,kaspa:qqk9m5z05ej8e0j4tmx9geaqw6zeexa46pllgqllv28krv0cpgr9ucl3x5gxp,20000000,0.2
2026-02-08 22:35:01,kaspa:qqk9m5z05ej8e0j4tmx9geaqw6zeexa46pllgqllv28krv0cpgr9ucl3x5gxp,20000000,0.2
2026-02-08 22:40:01,kaspa:qqk9m5z05ej8e0j4tmx9geaqw6zeexa46pllgqllv28krv0cpgr9ucl3x5gxp,20000000,0.2
2026-02-08 22:45:00,kaspa:qqk9m5z05ej8e0j4tmx9geaqw6zeexa46pllgqllv28krv0cpgr9ucl3x5gxp,20000000,0.2
2026-02-08 22:50:00,kaspa:qqk9m5z05ej8e0j4tmx9geaqw6zeexa46pllgqllv28krv0cpgr9ucl3x5gxp,20000000,0.2
